estado,nome,data,cidade,distancias,organizador,link_corrida,link_oficial
PE,,01/02/2026,,5km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52609&1%AA%20Corrida%20do%20Desterro,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52609&1%AA%20Corrida%20do%20Desterro
PE,,01/02/2026,,7km,Dudu Barbosa,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50041&2%AA%20Corrida%20Infinity%20Running,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=50041&2%AA%20Corrida%20Infinity%20Running
PE,,01/02/2026,,5/3km,Laina Kariny Alves da Silva,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52632&I%20Corrida%20Da%20Inf%E2ncia,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52632&I%20Corrida%20Da%20Inf%E2ncia
PE,,01/02/2026,,10/5km,Prado Produções,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52553&1%AA%20Corrida%20da%20Integridade,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52553&1%AA%20Corrida%20da%20Integridade
PE,,08/02/2026,,7km,,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52562&1%AA%20Sette%20Run,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52562&1%AA%20Sette%20Run
PE,,08/02/2026,,5km,Weclub Academia,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52565&2%BA%20Circuito%20Vibra%20We,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52565&2%BA%20Circuito%20Vibra%20We
PE,,08/02/2026,,10/5km,João Marcelo Serviços,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52633&II%20Corrida%20PedeRun,https://www.corridasbr.com.br/pe/mostracorrida.asp?escolha=52633&II%20Corrida%20PedeRun
PI,,,,,,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=51128&1%AA%20Flavimcell%20Run,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=51128&1%AA%20Flavimcell%20Run
PI,,17/01/2026,,5km,,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=51149&Corrida%20Barras%20Runners,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=51149&Corrida%20Barras%20Runners
PI,,25/01/2026,,5km,,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=52147&Labig%F3%205K%20Run,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=52147&Labig%F3%205K%20Run
PI,,14/02/2026,,5km,,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=51129&Pira%20Run%20Folia,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=51129&Pira%20Run%20Folia
PI,,16/02/2026,,5km,Naativa,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=52571&Elevar%20Run%202026,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=52571&Elevar%20Run%202026
PI,,08/03/2026,,10/5km,Instituto Eu Vivo Live,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=52826,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=52826
PI,,14/03/2026,,42/21/10/5km,Piauí Crono,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=51138&2%AA%20Maratona%20Piau%ED%20Crono,https://www.corridasbr.com.br/pi/mostracorrida.asp?escolha=51138&2%AA%20Maratona%20Piau%ED%20Crono
PR,,11/01/2026,,45km,Multi Fitness,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51609&1%BA%20Endurance%20Test,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51609&1%BA%20Endurance%20Test
PR,,17/01/2026,,5km,Prefeitura Municipal,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=53010&9%AA%20Corrida%20de%20Pedestres%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=53010&9%AA%20Corrida%20de%20Pedestres%20de%20S%E3o%20Sebasti%E3o
PR,,17/01/2026,,8/4km,Assessocor Assessoria Esportiva,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52705&Corrida%20da%20Lua%20Cheia%20-%20168%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52705&Corrida%20da%20Lua%20Cheia%20-%20168%AA%20Edi%E7%E3o
PR,,18/01/2026,,10/5km,AENT Associação Esportiva,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=40557&Circuito%20de%20Corridas%20Sanepar%20-%201%AA%20Etapa,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=40557&Circuito%20de%20Corridas%20Sanepar%20-%201%AA%20Etapa
PR,,18/01/2026,,10/5km,Capa Promo,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52288&Cresol%20Run%202026,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52288&Cresol%20Run%202026
PR,,18/01/2026,,8/5km,Prefeitura Municipal,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52144&19%AA%20Corrida%20da%20Paz,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52144&19%AA%20Corrida%20da%20Paz
PR,,24/01/2026,,5km,Academia Force Run,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50517&1%AA%20Corrida%20Force%20Run,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50517&1%AA%20Corrida%20Force%20Run
PR,,24/01/2026,,10/5km,Muraro Eventos Esportivos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52875&1%AA%20FlashBack%20Run,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52875&1%AA%20FlashBack%20Run
PR,,25/01/2026,,7km,Rodrigo Cirilo Eventos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52716&18%AA%20Edi%E7%E3o%20-%20Desafio%20de%20Equipes,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52716&18%AA%20Edi%E7%E3o%20-%20Desafio%20de%20Equipes
PR,,25/01/2026,,10/5km,GLPromo,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50844&Batel%20Run%202026%20-%2010%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50844&Batel%20Run%202026%20-%2010%AA%20Edi%E7%E3o
PR,,25/01/2026,,7km,Thomé e Santos - Eventos Esportivos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52287&Corrida%20Km%201%20-%20Etapa%20Guaratuba,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52287&Corrida%20Km%201%20-%20Etapa%20Guaratuba
PR,,25/01/2026,,6km,MD Aventuras,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50835&III%20Trail%20Run%20Mandirituba,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50835&III%20Trail%20Run%20Mandirituba
PR,,25/01/2026,,5km,Leme Sports,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51727&3%AA%20Corrida%20Guarda-Vidas,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51727&3%AA%20Corrida%20Guarda-Vidas
PR,,31/01/2026,,5km,Amop e Prefeitura Municipal,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52605&1%AA%20Circuito%20AMOP%20-%20Etapa%20Marip%E1,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52605&1%AA%20Circuito%20AMOP%20-%20Etapa%20Marip%E1
PR,,01/02/2026,,16/5km,Associação dos Corredores de Bituruna,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=44034&11%BA%20Desafio%20Rota%20do%20Vinho,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=44034&11%BA%20Desafio%20Rota%20do%20Vinho
PR,,01/02/2026,,10/5km,,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51463&2%AA%20Corrida%20PRF,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51463&2%AA%20Corrida%20PRF
PR,,01/02/2026,,10/5km,RM Assessoria Esportiva,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52154,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52154
PR,,01/02/2026,,8/4km,Associados dos Esportistas de Guaira,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52593&3%AA%20Corrida%20e%20Caminhada%20da%20Padroeira,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52593&3%AA%20Corrida%20e%20Caminhada%20da%20Padroeira
PR,,01/02/2026,,10/5km,AENT Associação Esportiva,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52883&Corridas%20Sanepar%20-%20Matinhos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52883&Corridas%20Sanepar%20-%20Matinhos
PR,,07/02/2026,,10/5km,AENT Associação Esportiva,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52887&Ilumina%20Paran%E1%20-%20Etapa%20Guaratuba,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52887&Ilumina%20Paran%E1%20-%20Etapa%20Guaratuba
PR,,07/02/2026,,10/5km,Amigos que Correm,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51590&2%AA%20Night%20Run%20Loanda,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51590&2%AA%20Night%20Run%20Loanda
PR,,07/02/2026,,22/5km,SportS360 Consultoria e Eventos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52873&Loba%20Fest%20Run%20-%201%BA%20Dia,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52873&Loba%20Fest%20Run%20-%201%BA%20Dia
PR,,08/02/2026,,"10/6,5 Milhas",Thomé e Santos - Eventos Esportivos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50161&Corrida%20Verde%20-%20Desafio%2010%20Milhas,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50161&Corrida%20Verde%20-%20Desafio%2010%20Milhas
PR,,08/02/2026,,7km,Paraná Chip e Eventos Esportivos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52882&4%AA%20Corrida%20Nissan%20Ninja,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52882&4%AA%20Corrida%20Nissan%20Ninja
PR,,08/02/2026,,5km,,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52290&1%AA%20Corrida%20Da%20Congada,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52290&1%AA%20Corrida%20Da%20Congada
PR,,08/02/2026,,5km,ATP Mkt Esportivo,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=48751&Cats%20Run,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=48751&Cats%20Run
PR,,08/02/2026,,10/5km,SESC,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52754&Circuito%20Sesc%20de%20Corridas%20-%20Etapa%20Palmas,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52754&Circuito%20Sesc%20de%20Corridas%20-%20Etapa%20Palmas
PR,,08/02/2026,,22/15/8km,GLPromo,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52881&Discover%20Trail%20-%20Etapa%20Witmarsum,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52881&Discover%20Trail%20-%20Etapa%20Witmarsum
PR,,08/02/2026,,5km,Prefeitura Municipal,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52145&1%AA%20Corrida%20do%20Urucun,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52145&1%AA%20Corrida%20do%20Urucun
PR,,08/02/2026,,10km,SportS360 Consultoria e Eventos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52874&Loba%20Fest%20Run%20-%202%BA%20Dia,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52874&Loba%20Fest%20Run%20-%202%BA%20Dia
PR,,08/02/2026,,8/4km,Antero Eventos Esportivos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52706&Corrida%20e%20Caminhada%20Inova%E7%E3o,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52706&Corrida%20e%20Caminhada%20Inova%E7%E3o
PR,,15/02/2026,,7km,Equipe Amigos de Araucária,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51728&3%AA%20Corrida%20Amigos%20de%20Arauc%E1ria,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51728&3%AA%20Corrida%20Amigos%20de%20Arauc%E1ria
PR,,21/02/2026,,10/5km,SESC,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52755&Circuito%20Sesc%20de%20Corridas%20-%20Etapa%20Corn%E9lio%20Proc%F3pio,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52755&Circuito%20Sesc%20de%20Corridas%20-%20Etapa%20Corn%E9lio%20Proc%F3pio
PR,,21/02/2026,,,Amigos da Corrida e Ciclismo,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52884&Corrida%20Kids%20Decathlon%20-%20O%20Mundo%20dos%20Atletas,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52884&Corrida%20Kids%20Decathlon%20-%20O%20Mundo%20dos%20Atletas
PR,,21/02/2026,,8km,Feest360º,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51732&Mandiru%20Night%20Run,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51732&Mandiru%20Night%20Run
PR,,21/02/2026,,21/12/5km,LM Pro Evento,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52880&Ara%E7atuba%20Half%20Marathon,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52880&Ara%E7atuba%20Half%20Marathon
PR,,22/02/2026,,12/6km,Zero Açúcar,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50160&7%AA%20Corrida%20Zero%20A%E7%FAcar,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=50160&7%AA%20Corrida%20Zero%20A%E7%FAcar
PR,,22/02/2026,,5km,Free Way Comércio de Motocicletas,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52889&Freeway%20Run,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52889&Freeway%20Run
PR,,28/02/2026,,6/3km,Velho Oeste Eventos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=49436&Elas%20no%20Asfalto%202026,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=49436&Elas%20no%20Asfalto%202026
PR,,28/02/2026,,5km,SportS360 Consultoria e Eventos,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52411&8%BA%20Corrida%20do%20BPTran,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52411&8%BA%20Corrida%20do%20BPTran
PR,,28/02/2026,,10/5km,Sportion,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51464&2%AA%20Corrida%20Noturna%20Unimed%20Paranagu%E1,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=51464&2%AA%20Corrida%20Noturna%20Unimed%20Paranagu%E1
PR,,28/02/2026,,5km,Amop e Prefeitura Municipal,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52604&Circuito%20AMOP%20-%20Etapa%20Santa%20Terezinha%20de%20Itaipu,https://www.corridasbr.com.br/pr/mostracorrida.asp?escolha=52604&Circuito%20AMOP%20-%20Etapa%20Santa%20Terezinha%20de%20Itaipu
RJ,Corrida e Caminhada Solidária de Ano Novo da Lagoa Rodrigo de Freitas,04/01/2026,,"7,5km",Projeto Diga Não a Fome,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51580&Corrida%20e%20Caminhada%20Solid%E1ria%20de%20Ano%20Novo%20da%20Lagoa%20Rodrigo%20de%20Freitas,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51580&Corrida%20e%20Caminhada%20Solid%E1ria%20de%20Ano%20Novo%20da%20Lagoa%20Rodrigo%20de%20Freitas
RJ,2ª Maricá Night Run,10/01/2026,,5km,Maricã Runners,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51221&2%AA%20Maric%E1%20Night%20Run,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51221&2%AA%20Maric%E1%20Night%20Run
RJ,Corrida de Aniversário Pri Cardoso,10/01/2026,,,Priscila Rocha Cardoso,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51745&Corrida%20de%20Anivers%E1rio%20Pri%20Cardoso,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51745&Corrida%20de%20Anivers%E1rio%20Pri%20Cardoso
RJ,1ª Corrida e Caminhada Super Nova Telecom,11/01/2026,,7km,,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52973&1%AA%20Corrida%20e%20Caminhada%20Super%20Nova%20Telecom,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52973&1%AA%20Corrida%20e%20Caminhada%20Super%20Nova%20Telecom
RJ,Circuito Oceânico - Piratininga 2026,11/01/2026,,5km,Sunset Sports,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52233&Circuito%20Oce%E2nico%20-%20Piratininga%202026,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52233&Circuito%20Oce%E2nico%20-%20Piratininga%202026
RJ,Corrida de São Sebastião,11/01/2026,,"6,5km",,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51477&Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51477&Corrida%20de%20S%E3o%20Sebasti%E3o
RJ,Treinão Panobianco Estaleiro,11/01/2026,,5km,Werika Fani,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51741&Trein%E3o%20Panobianco%20Estaleiro,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51741&Trein%E3o%20Panobianco%20Estaleiro
RJ,20ª Corrida de Casais da Lagoa Rodrigo de Freitas,11/01/2026,,5km,Projeto Diga Não a Fome,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51581&20%AA%20Corrida%20de%20Casais%20da%20Lagoa%20Rodrigo%20de%20Freitas,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51581&20%AA%20Corrida%20de%20Casais%20da%20Lagoa%20Rodrigo%20de%20Freitas
RJ,Caça ao Tesouro,11/01/2026,,Variado,Circuito Carioca Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=49627&Ca%E7a%20ao%20Tesouro,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=49627&Ca%E7a%20ao%20Tesouro
RJ,Guaxi Run,11/01/2026,,4km,,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52974&Guaxi%20Run,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52974&Guaxi%20Run
RJ,Corrida para Cristo,11/01/2026,,5km,Missão Neemias,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52230&Corrida%20para%20Cristo,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52230&Corrida%20para%20Cristo
RJ,Sunset Run 2026,17/01/2026,,6km,RP Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51108&Sunset%20Run%202026,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51108&Sunset%20Run%202026
RJ,Corrida e Caminhada Inclusiva Instituto Netuno,18/01/2026,,4km,Circuito Carioca Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=49629&Corrida%20e%20Caminhada%20Inclusiva%20Instituto%20Netuno,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=49629&Corrida%20e%20Caminhada%20Inclusiva%20Instituto%20Netuno
RJ,6ª Gratidão Run,20/01/2026,,4km,Corredores Cristãos Assessoria Esportiva e Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52968&6%AA%20Gratid%E3o%20Run,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52968&6%AA%20Gratid%E3o%20Run
RJ,Corrida de São Sebastião,20/01/2026,,10/5km,Spiridon,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52245&Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52245&Corrida%20de%20S%E3o%20Sebasti%E3o
RJ,Circuito Cervejeiro de Corrida - Etapa São Pedro da Serra,24/01/2026,,3km,Farli Gandra de Farias,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=49536&Circuito%20Cervejeiro%20de%20Corrida%20-%20Etapa%20S%E3o%20Pedro%20da%20Serra,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=49536&Circuito%20Cervejeiro%20de%20Corrida%20-%20Etapa%20S%E3o%20Pedro%20da%20Serra
RJ,Corrida Unig Aniversário da Cidade de Nova Iguaçu - 193 Anos,24/01/2026,,5km,Grupo Mobiliza,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52234&Corrida%20Unig%20Anivers%E1rio%20da%20Cidade%20de%20Nova%20Igua%E7u%20-%20193%20Anos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52234&Corrida%20Unig%20Anivers%E1rio%20da%20Cidade%20de%20Nova%20Igua%E7u%20-%20193%20Anos
RJ,Eclipse Night Run - Etapa Lua Nova,24/01/2026,,5km,Corre Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52244&Eclipse%20Night%20Run%20-%20Etapa%20Lua%20Nova,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52244&Eclipse%20Night%20Run%20-%20Etapa%20Lua%20Nova
RJ,Treinão Solidário 2026,25/01/2026,,,,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=53011&Trein%E3o%20Solid%E1rio%202026,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=53011&Trein%E3o%20Solid%E1rio%202026
RJ,Maratona Duque de Caxias,25/01/2026,,42/21/10/5km,,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=50194&Maratona%20Duque%20de%20Caxias,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=50194&Maratona%20Duque%20de%20Caxias
RJ,Corrida e Caminhada Mickey 1928,25/01/2026,,4km,Circuito Carioca Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=46107&Corrida%20e%20Caminhada%20Mickey%201928,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=46107&Corrida%20e%20Caminhada%20Mickey%201928
RJ,Run Free,25/01/2026,,10/5km,Three Monkeys,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52976&Run%20Free,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52976&Run%20Free
RJ,Verão Carioca Run,25/01/2026,,10/5km,CPR Eventos e Produções,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52966&Ver%E3o%20Carioca%20Run,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52966&Ver%E3o%20Carioca%20Run
RJ,Rei e Rainha do Mar Saquarema,25/01/2026,,4/2km,Effect Sport,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52955&Rei%20e%20Rainha%20do%20Mar%20Saquarema,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52955&Rei%20e%20Rainha%20do%20Mar%20Saquarema
RJ,Summer Night Run,31/01/2026,,6km,Santorine Produções,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51742&Summer%20Night%20Run,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51742&Summer%20Night%20Run
RJ,"Correu, Bebeu Fantasy",01/02/2026,,3km,,"https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52975&Correu,%20Bebeu%20Fantasy","https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52975&Correu,%20Bebeu%20Fantasy"
RJ,Trail Run Avelar,01/02/2026,,7km,MTB Avelar,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52636&Trail%20Run%20Avelar,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52636&Trail%20Run%20Avelar
RJ,Corridas Populares - Etapa Resende,01/02/2026,,10/5km,,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52644&Corridas%20Populares%20-%20Etapa%20Resende,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52644&Corridas%20Populares%20-%20Etapa%20Resende
RJ,Circuito do Sol - Rio de Janeiro,01/02/2026,,15/10/5km,TTK Marketing,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52569&Circuito%20do%20Sol%20-%20Rio%20de%20Janeiro,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52569&Circuito%20do%20Sol%20-%20Rio%20de%20Janeiro
RJ,Circuito Rio Maravilha - Etapa Verão,01/02/2026,,5km,AR2 Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52961&Circuito%20Rio%20Maravilha%20-%20Etapa%20Ver%E3o,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52961&Circuito%20Rio%20Maravilha%20-%20Etapa%20Ver%E3o
RJ,Run for Fun 2026,07/02/2026,,"6,2km",,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51474&Run%20for%20Fun%202026,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51474&Run%20for%20Fun%202026
RJ,Night Run da Serra,07/02/2026,,5km,,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52674&Night%20Run%20da%20Serra,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52674&Night%20Run%20da%20Serra
RJ,Folia Run,08/02/2026,,5km,Seven Eco Events,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52956&Folia%20Run,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52956&Folia%20Run
RJ,Corrida & Samba – Etapa de Pré-Carnaval,08/02/2026,,5km,,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52247&Corrida%20&%20Samba%20%96%20Etapa%20de%20Pr%E9-Carnaval,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52247&Corrida%20&%20Samba%20%96%20Etapa%20de%20Pr%E9-Carnaval
RJ,Circuito Divas Run - Verão,08/02/2026,,5km,Corre Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52240&Circuito%20Divas%20Run%20-%20Ver%E3o,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52240&Circuito%20Divas%20Run%20-%20Ver%E3o
RJ,Corrida de Carnaval,08/02/2026,,5/3km,All Running,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52241&Corrida%20de%20Carnaval,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=52241&Corrida%20de%20Carnaval
RJ,Corrida e Caminhada Nostalgia Popeye,08/02/2026,,4km,Circuito Carioca Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=50566&Corrida%20e%20Caminhada%20Nostalgia%20Popeye,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=50566&Corrida%20e%20Caminhada%20Nostalgia%20Popeye
RJ,ATR Running - 10ª Edição,22/02/2026,,10/5km,,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51746&ATR%20Running%20-%2010%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=51746&ATR%20Running%20-%2010%AA%20Edi%E7%E3o
